id,smiles
1114260,c1cc(ccc1C(=O)Nc2ccc(c(c2)Cl)N3CCOCC3)Cl
1121741,COc1cccc(c1)C(=O)Nc2ccc(cc2)N3CCCC3
1150669,CCOc1ccc(cc1)n2c(c(c3c2ccc(c3)OC(=O)C)C(=O)C)C
1154427,COc1ccc(cc1)N(Cc2cc(=O)[nH]c3c2cccc3)C(=O)CCl
1154580,CC1(OC(=O)C(=Cc2ccc(o2)c3ccc(cc3)S(=O)(=O)N)C(=O)O1)C
1160086,c1cc2c(cc1C(=O)Nc3ccc(c(c3)Cl)N4CCCCC4)OCCO2
1182584,CCOC(=O)c1c2c(ccc(c2CN3CCN(CC3)C)O)oc1c4ccccc4
1187964,COc1ccc(cc1)N2CCN(CC2)c3c4c(csc4ncn3)c5ccccc5
1188017,c1cc(ccc1NC(=O)Nc2ccc(c(c2)Cl)Cl)N3CCOCC3
1189450,c1cc(ccc1Nc2c3cc(ccc3ncn2)Br)N4CCOCC4
1191033,c1ccc(cc1)CCn2c(=N)c(cc3c2nc4ccccn4c3=O)C(=O)NC5CCCCC5
11948749,CCOC(=O)c1c(n(c2c1c(c(c(c2C(C(=O)C)C(=O)O)Br)O)O)c3ccc(cc3)C)C
11948868,CN(C)CCCOc1ccc(cc1)NC2c3ccccc3CSc4c2cccc4
11957177,c1cc(oc1)CSc2ccc(o2)C=C3C(=N)N4C(=NC3=O)SC=N4
11957185,c1ccc2cc(ccc2c1)NC=C3C(=O)OC(=N3)C=Cc4cccc(c4)[N+](=O)[O-]
11958788,Cc1ccc(cc1)C=C2CCc3c4ccccc4[nH]c3C2=O
11958790,c1ccc(cc1)C=C2CCc3c4ccccc4[nH]c3C2=O
11958865,CCCCN(CCCC)C(=S)NNC=C1C(=NN(C1=O)c2ccccc2)C
12004597,COc1ccc(c(c1)[N+](=O)[O-])c2ccc(o2)C=C3C(=N)N4C=CSC4=NC3=O
12004618,Cc1ccc(cc1Cl)n2cccc2C=C3C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C
12004744,c1ccc(cc1)C=CC(=O)Nc2ccc(cc2)N3CCCCC3
12004951,COc1ccc(cc1)C(C(=O)NC2CCCCC2)N(c3ccc(cc3)OC)C(=O)CCl
12005071,Cc1ccc(cc1)OCCn2c3ccccc3nc2CNc4ccc(cc4)OC
12005499,Cc1ccc(cc1)C(c2cc(c3cccnc3c2O)[N+](=O)[O-])NC(=O)C(C)C
12005558,COc1ccc(cc1)Cn2c3cccc[n+]3cc2c4ccc(cc4)Cl
12005561,COc1ccc(cc1)Cn2c3cccc[n+]3cc2c4ccc(cc4)Br
12005699,CC(C)(C)OC(=O)C1C(C2(C3N1N=Cc4c3cccc4)C(=O)c5ccccc5C2=O)c6ccc(cc6)[N+](=O)[O-]
12005719,CC(=C1C(=O)NC(=S)N(C1=O)C2CCCCC2)NN3CCCCC3c4cccnc4
12005975,CCc1cccc(c1NC(=S)NCCc2c([nH]c3c2cc(cc3)C)C)C
1202408,CCOc1cc(ccc1O)C=C2C(=O)N(C(=S)S2)NC(=O)c3cccnc3
1205885,COc1ccc(cc1)C=C2C(=O)N(C(=S)S2)CCCC(=O)Nc3cccc(c3)O
1207791,Cc1ccc2c(c1)c3c(n2C)-c4c(cn[nH]4)CC3
1233035,Cc1cc(c(n1c2ccc(cc2)S(=O)(=O)N)C)C=C3C(=O)N=C(S3)Nc4ccccc4
1234390,Cc1ccc(cc1)c2c(c(=O)n3c(c(sc3n2)C#N)N)C#N
1234392,CC(=O)CSc1[nH]c(c(c(=O)n1)C#N)c2cccs2
1234393,c1cc(sc1)c2c(c(=O)nc([nH]2)SCc3ccc(cc3)Cl)C#N
1237579,CCOc1ccc(cc1)NC(=S)N(Cc2ccc(cc2)N(C)C)Cc3ccco3
1240200,c1ccc(c(c1)C=C2C(=O)N(C(=S)S2)CC(=O)O)OCc3ccc(cc3Cl)Cl
12425557,Cn1c2ccccc2[n+](c1N=Nc3ccc(cc3)OC)C
1245566,Cc1cc(cc(c1Cl)C)OCC(=O)Nc2ccc(cc2)N3CCCC3
1255423,COc1cc(cc(c1)OC)C(=O)Nc2ccc(cc2)N3CCN(CC3)C(=O)c4cccs4
1255663,COc1c(c(c(c(c1F)F)C(=O)Nc2ccc(cc2)N3CCN(CC3)Cc4ccccc4)F)F
1256424,c1cc(sc1)C(=O)N2CCN(CC2)c3ccc(cc3)NC(=O)c4ccc(o4)[N+](=O)[O-]
1264178,CC1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)Br
1276206,c1ccc(c(c1)C(=O)NC(=S)Nc2ccc(cc2)N3CCCC3)[N+](=O)[O-]
1276569,Cc1cc(c(n1c2ccccn2)C)C=c3c(=O)n4c5ccccc5nc4s3
12843056,Cc1ccc(cc1)S(=O)(=O)N=C2C=C(C(=O)c3c2cccc3)NS(=O)(=O)c4ccccc4
1290899,CCN(CC)c1ccc(cc1)CNc2nc3ccccc3n2CCN4CCCCC4
1319945,Cc1cccn2c1nc3c(c2=O)cc(c(=N)n3Cc4ccccc4)C(=O)NC5CCCCC5
1320461,Cc1ccc(cc1)NC(=O)c2cc(ccc2N3CCCCC3)NC(=O)c4ccco4
1325215_1325216,c1ccc(cc1)C=CC=C2C(=O)NC(=O)N(C2=O)CCc3ccc(cc3)F
1328059,Cn1c2cccc3c2c(c(c1=O)Nc4ccc(cc4)N(C)C)-c5ccccc5C3=O
1328217,Cc1cc(ccc1c2c(cn(n2)c3ccccc3)C=C4C(=O)N(C(=S)S4)CCC(=O)O)OC
1330278,CCOC(=O)C1CCN(CC1)C=C2C(=O)NC(=O)N(C2=O)Cc3ccco3
1333578,Cc1cc(ccc1[N+](=O)[O-])C(=O)Nc2ccc(c(c2)Cl)N3CCCC3
1335166,c1cc(cc(c1)[N+](=O)[O-])c2ccc(o2)C=C3C(=O)NC(=O)N(C3=O)Cc4ccco4
1353958,COc1ccc(cc1)c2csc(c2C(=O)O)NC(=O)c3ccccc3Br
1359423,Cc1cc(c(n1c2ccc(cc2)NC(=O)C)C)C=C3C(=O)N=C(S3)NC(=O)C
1363429,c1cc(c(cc1C=C2C(=O)N=C(S2)N)[N+](=O)[O-])O
1363897,CCOc1cc(ccc1O)C=C2C(=O)N(C(=S)S2)Nc3ccccc3
1366713,Cc1ccc(cc1)c2nc3ccccc3c(=O)n2c4ccc(cn4)Br
1369404,c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)C=C3C(=O)N(C(=S)S3)CC(=O)O
1374146,Cc1cc(c(c(c1C)C(=O)CSc2nnc(o2)c3ccc4c(c3)c(c([nH]4)C)C)C)C
1380424,CCN(CC)c1ccc(cc1)NC2=C(C(=O)c3ccccc3C2=O)Cl
1383784,CC(C)(C)c1c-2cc(c(=O)nc2n([nH]1)c3ccccc3)CNc4ccc5c(c4)OCCO5
1389577,Cc1ccc(s1)C=C2C(=O)NC(=S)N(C2=O)c3ccc(cc3)F
1397815,c1ccc(cc1)C=C2C(=O)N(C(=S)S2)CCC(=O)N3CCCCCC3
1417813,COc1cc(ccc1O)C=C2C(=O)N=C(S2)N
1422958,CN1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)c4cccc(c4)[N+](=O)[O-]
1471860,Cc1ccc(cc1)CSc2[nH]c(c(c(=O)n2)C#N)c3ccccc3
1475855,COc1ccc(cc1)N2CCN(CC2)c3c4c(c5ccccc5[nH]4)ncn3
1477791,c1ccc(cc1)c2nccc(n2)c3ccc(cc3)n4cnc5c4cccc5
1477836,c1ccc2c(c1)ncn2c3ccc(cc3)c4ccnc(n4)c5ccccn5
1485215,CN1C(=O)C(=Cc2c3ccccc3ccc2OCc4cnc(s4)Cl)C(=O)N(C1=O)C
1488063,Cc1cccc(c1)Cn2c(cc3c2nccc3)C(C)(C)C
1490997,Cc1cc(ccc1Cl)OCC(=O)Nc2ccc(cc2)N3CCN(CC3)C
14925590,C[n+]1ccc(c2c1cccc2)C=C3C=Cc4ccccc4N3C
1494150,Cc1cc(c(n1c2ccc(cc2)C(=O)O)C)C=c3c(=O)n4c5ccccc5nc4s3
1494312,CN1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)c4ccc(cc4)Cl
1506778,COc1ccc(cc1OC)C=C2C(=O)N=C(S2)NS(=O)(=O)Cc3ccccc3
1515550_1515549,CCN(CC)c1ccc(cc1)C=C2C(=O)NC(=O)N(C2=O)Cc3ccco3
1524003,COc1cc(ccc1O)C=C2C(=O)N(C(=S)S2)NC(=O)c3ccncc3
1537028,CC(=O)N1CCc2c1ccc(c2)NN=C3C(=O)CC(CC3=O)(C)C
1552079,COc1cc(ccc1O)C=C2C(=O)N(C(=S)S2)NC(=O)c3ccccc3O
1559125,Cc1ccc(cc1)C(=O)Oc2c(nc(o2)c3ccccc3)C=Nc4ccc(cc4)N(C)C
1562745,CCCCOC(=O)Nc1ccc(cc1)N2CCCCC2
1573761,CCOc1ccc2c(c1)-c3c(ssc3=S)C(N2C(=O)CSC4=NCCS4)(C)C
1582648,CC1(c2c(c(=S)ss2)-c3cc(ccc3N1C(=O)CSC4=NCCS4)OC)C
15945345,c1cc(sc1)CNc2ccc3c(c2)OCCO3
15945818,CCc1ccc([n+](c1)CC)C=Cc2c[nH]c3c2cccc3
15945822,COc1ccc(cc1COc2ccc(cc2)F)C3c4c(c5ccccc5[nH]4)CCN3
159809,CC1c2c(c3ccc(cc3[nH]2)OC)CCN1
16002787,CCC(=O)N1c2ccc(cc2CC1C)S(=O)(=O)N3CCN(CC3)c4ccc(cc4)[N+](=O)[O-]
16012872,CCOc1ccc(cc1)N(Cc2ccccc2)C(=O)c3c(cnc(n3)S(=O)(=O)C)Cl
1608674,COc1ccc(c(c1)N2C(=O)C(=Cc3ccco3)C(=O)NC2=S)OC
1616902,Cc1cc(c(n1c2ccccc2)C)C=C3C(=O)NC(=O)N(C3=O)Cc4ccco4
16187245,Cc1c(n(c2c1cc(cc2)C(=O)OCCN(C)C)Cc3ccccc3)C
16187340,Cc1nc(cs1)C(=O)N2CCc3c4ccccc4[nH]c3C2c5cc(ccc5F)F
16187398,Cc1cc(c(n1c2cccc(c2)C(=O)O)C)C=C3C(=O)c4ccccc4C3=O
16187525,Cc1c2cc(ccc2[nH]c1CN3CCC(CC3)(CCOc4ccccc4)CO)Cl
16187567,c1ccc2c(c1)c3c([nH]2)C(N(CC3)Cc4cccn4c5ncccn5)c6ccc(cc6)F
16187612,CC(C)CSC1=NSC2=NC(=O)C(=Cc3ccccc3)C(=N)N21
16187777,Cc1cc(ccc1OC)C2c3c(c4ccccc4[nH]3)CCN2Cc5cccn5c6ncccn6
16188269,CCCCN1c2ccccc2SC1=Cc3ccc4ccccc4[n+]3CC
16188856,CCOC(=O)c1c(n(c2c1cc(cc2)OCC(CNCCCO)O)c3ccc(cc3)C)C
16188857,CCOC(=O)c1c(n(c2c1cc(cc2)OCC(CN3CCN(CC3)C)O)c4ccc(cc4)C)C
16189485,CC1=CCC(CC1)C2c3c(c4cc(ccc4[nH]3)OC)CCN2
16189584,c1ccc(c(c1)CN2c3ccccc3C(=NNC(=S)Nc4ccccc4F)C2=O)F
16189704,CC1=NN(C(=O)C1=CNCc2ccco2)c3cccc(c3)Cl
16189751,CC1CCN(CC1)CC(=O)Nc2ccc(cc2)N3CCCCCC3
16190664,CC(C)Oc1cccc(c1)C(=O)C2CCCN(C2)Cc3cccn3c4ccccn4
16191427,Cc1c(c2ccccc2n1C)CN3CCC(CC3)(Cc4cccc(c4)C(F)(F)F)CO
16191659,c1ccc2c(c1)c3c([nH]2)C(N(CC3)Cc4cccn4c5ccc(cn5)Cl)c6ccccn6
16192348,COc1ccc(c(c1)OC)C(=O)C2CCCN(C2)Cc3cccn3c4ccc(cn4)Cl
16192643,c1cc(ccc1N)N(CCO)CCO
16192804_16193034,CC[n+]1c(ccc2c1ccc(c2)C)C=C3N(c4cc(c(cc4S3)C)C)CC
16193091,CCOC(=O)c1cc2c(nc3ccccn3c2=O)n(c1=NC(=O)C=Cc4ccccc4)CC5CCCO5
16193145,CC[n+]1c(ccc2c1ccc(c2)C)C=C3N(c4ccc(cc4S3)C)CC
16193168,CC1=NOC(=O)C1=Cc2ccc(c(c2)OC)OCc3cccc(c3)F
16194028_5736415,CCCC1=NN(C(=O)C1=Cc2ccc(cc2)OCc3ccc(cc3)C(=O)O)c4ccccc4
16194253,c1ccc(cc1)CSc2ccc(o2)C=C3C(=N)N4C(=NC3=O)SC(=N4)CC(=O)N5CCOCC5
16194363,Cc1cc(cc(c1)n2cccc2C=C3C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C)C
16194365,Cc1ccc(cc1)n2cccc2C=C3C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C
16194412,Cc1cccc(c1n2cccc2C=C3C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C)C
16194608,C=CCN1c2ccc(cc2C(=NNC(=S)Nc3ccccc3F)C1=O)S(=O)(=O)N4CCOCC4
16195112,Cc1ccc2c(c1)c3c(n2CC(CNC4CCCCC4)O)CCCC3
16195128,CC1=NN(C(=O)C1=NNc2cccc(c2)C(F)(F)F)C3=NCCS3
16195174,c1cc(ccc1NC(=O)CNC2CCCC2)N3CCCCCC3
16195322,CC[n+]1c(ccc2c1ccc(c2)C)C=Cc3c[nH]c4c3cccc4
16195402,CC(C)S(=O)(=O)C1=NSC2=NC(=O)C(=Cc3ccc(o3)c4cccc(c4)C(=O)O)C(=N)N21
16195455,CCc1nn2c(=O)cc(nc2s1)COc3ccc(cc3OC)C=C4C(=N)N5C(=NC4=O)SC(=N5)CC
16195492,c1ccc2c(c1)C(=NNC(=S)Nc3ccccc3F)C(=O)N2Cc4ccc(cc4)F
16195600,c1cc(oc1C=C2C(=O)NC(=O)NC2=O)SC3CCCCC3
16195907,Cc1c(c2ccccc2[nH]1)CN3CCC(CC3)Cc4ccccc4
16196212,c1ccc2c(c1)c3c([nH]2)C(NCC3c4ccccc4Cl)c5cccc(c5)[N+](=O)[O-]
16196704,CCOC1=CC=CC(=CNN2C(=O)CSC2=S)C1=O
16196723,CCN1CCN(CC1)C(=O)C(C)Nc2cc(c(cc2OCC)N3CCOCC3)OCC
16196935,CN(C)c1ccc(cc1)C2CNC(c3c2c4ccccc4[nH]3)c5ccc(c(c5)[N+](=O)[O-])Cl
16240210,CN1CCN(CC1)N=Cc2c3ccccc3c(c4c2cccc4)Cl
16248073,CC(=O)Oc1ccc(cc1OC)C=Cc2ccc3ccccc3[n+]2CC=C
16274573,Cc1ccc2nc(c(n2c1)CN3CCN(CC3)c4ccc(cc4Cl)[N+](=O)[O-])C
16395685,CCN1C(=O)C2Cc3c4ccccc4[nH]c3C(N2C1=S)c5ccc(cc5)OC
16399878,CN1CC(=O)N2C(C1=O)Cc3c4ccccc4[nH]c3C2c5ccc(cc5)Cl
16400218,CCOc1ccccc1C2c3c(c4ccccc4[nH]3)CC5N2C(=O)CN(C5=O)C6CCN(CC6)Cc7ccccc7
16409834,Cn1c(nnn1)N=NC(=NNc2ccccc2)c3ccccc3
16410997_5762015,c1cc(oc1)C=C2C(=O)N(C(=S)S2)C3CCS(=O)(=O)C3
16422746,Cc1cc(c(n1Cc2ccccc2)C)C=C3C(=N)N4C(=NC3=O)SC(=N4)c5ccco5
16470693,Cc1cc(c(n1c2cc(cc(c2)C(=O)O)C(=O)O)C)C=NNC(=O)c3cccc(c3)N(C)C
16681733,CC(=O)Nc1ccc(cc1)S(=O)(=O)N=C2C(=O)c3ccccc3C(=C2n4cc[n+](c4)c5ccccn5)O
16746260,CN(C)c1ccc(cc1)C(CCN2CCCCC2)c3c(cc(c4c3oc(=O)cc4c5ccccc5)OC)OC
1676176_1676177,CC1(c2ccccc2N(C1=CC=Nc3ccc(cc3)N(C)C)C)C
16875665,CC[n+]1c2ccccc2nc3c1cc(cc3)N(CC)CC
1723833,Cc1ccc(cc1)SCCNC(=O)CN(c2ccc(cc2OC)OC)S(=O)(=O)c3ccccc3
1725048,CC1(OC(=CC(=CC=C2C(=O)NC(=O)NC2=O)O1)c3ccccc3)C
1728957,Cc1cc(c(n1c2ccc(c(c2)C(=O)O)Cl)C)C=C3C(=O)NC(=O)N(C3=O)Cc4ccccc4
1776080,Cc1cc(c(n1c2ccccc2F)C)C=C3C(=O)N(C(=NC)S3)C
1779814,CC1=CN2C(=N)C(=Cc3cn(c4c3cccc4)CCCOc5ccc(cc5)OC)C(=O)N=C2S1
1785228,CC1=CC(N(c2c1cc3c(c2)OCO3)C(=O)c4ccc(cc4)OC)(C)C
1804422,c1ccc2c(c1)c(cn2CC(=O)O)C=c3c(=O)n4c5ccccc5nc4s3
1804909_1804911,Cc1cc(cc(c1)N2C(=O)C(=Cc3cccn3c4ccc(cc4)Cl)C(=O)NC2=O)C
18075388,Cc1ccc(cc1)COC(=O)c2cc(ccc2N3CCOCC3)[N+](=O)[O-]
1814301,Cc1ccc(cc1)N2C(=O)C(=Cc3ccc(o3)CN(CCC#N)S(=O)(=O)C)C(=O)NC2=S
1814746,CCCCOc1ccc(cc1)C(=O)Nc2ccc(cc2)N3CCN(CC3)C
1815206,CC(C)N1C(=O)C(=Cc2ccc(cc2)OC)C(=O)N(C1=O)Cc3ccco3
1817439,c1cc(sc1)c2c(c(=O)nc([nH]2)SCC(=O)c3cccs3)C#N
1839201,COc1ccc(cc1)NC2=NC(=O)C(=Cc3ccc(c(c3)OC)O)S2
1841561,CCOc1ccc2c(c1)-c3c(ssc3=S)C(N2)(C)C
1842435,Cc1ccc(o1)C=C2C(=N)N3C=C(SC3=NC2=O)C
1852171,CCOc1cc(ccc1O)C=C2C(=O)N(C(=S)S2)NS(=O)(=O)c3ccc(cc3)C
1853536,Cc1ccccc1n2c(cc(c2C)C=C3C(=O)NC(=O)N(C3=O)Cc4ccco4)C
1864167,c1ccc2c(c1)cc(c(=O)o2)c3cccc(c3)C(=O)Nc4ccc(cc4)N5CCCC5
18774024,COc1cc(cc(c1O)C=C2C(=O)N(C(=S)S2)Cc3ccccc3)[N+](=O)[O-]
1882107,COc1ccc(cc1CN2C(=O)c3ccccc3C2=O)C=C4C(=O)NC(=S)N(C4=O)C5CC5
1895705,c1ccc2c(c1)C(=CC(=O)C2=O)Nc3ccccc3O
1899419,c1ccc(cc1)Sc2ccc(o2)C=C3C(=O)NC(=O)NC3=O
1901377,C=CCN1C(=O)C(=Cc2cccs2)C(=O)NC1=S
1905917,CN(C)c1ccc(cc1)N=Cc2c(oc(n2)c3ccccc3)OC(=O)c4cccc(c4)Cl
1908267,CCN1C(=O)C(=Cc2ccc(s2)[N+](=O)[O-])C(=O)NC1=S
1909162_1909161,c1ccc(cc1)N2C(=O)C(=Cc3ccc(s3)[N+](=O)[O-])C(=O)NC2=O
1909604_1909603,CN1C(=O)C(=Cc2ccc(o2)[N+](=O)[O-])C(=O)NC1=O
1910276,CN(C)c1ccc(cc1)N=Cc2c(oc(n2)c3ccccc3)OC(=O)c4ccccc4
1911669_1911668,COc1ccc(c(c1)N2C(=O)C(=Cc3ccc(s3)[N+](=O)[O-])C(=O)NC2=O)OC
1911770_1911771,Cc1ccc(cc1)N2C(=O)C(=CC=Cc3ccco3)C(=O)NC2=O
1914572,Cc1cccc(c1C)N2C(=O)C(=Cc3cc(n(c3C)c4c(c5c(s4)CCCC5)C#N)C)C(=O)NC2=O
1917153,Cn1cccc1C=C2C(=O)NC(=O)N(C2=O)Cc3ccco3
1918388,c1cc(oc1)CN2C(=O)C(=CC=Cc3ccco3)C(=O)NC2=O
1921295,COC(=O)Cn1cc(c2c1cccc2)C=C3C(=O)NC(=O)N(C3=O)c4ccccc4
1921349,c1ccc(cc1)C2=CSC3=NC(=O)C(=Cc4ccc(o4)c5ccc(cc5)C(=O)O)C(=N)N23
1932790,Cc1ccc(cc1)N2CCN(CC2)C3=NC(=O)C(=Cc4cccs4)S3
1947235,CCN(CC)CCNC(=O)c1c(c2cc(ccc2[nH]1)OCc3ccccc3)C
1947375,CCCCn1c(c(c2c1ccc(c2CN3CCOCC3)O)C(=O)OCC)C
1948239,c1cc2c(cc1O)c(=O)c(co2)C=C3C(=O)NC(=O)NC3=O
1949285,Cc1cccc(c1C)N2C(=O)C(=Cc3ccc(o3)N4CCN(CC4)C)C(=O)NC2=S
1949948,Cc1ccccc1N2C(=O)C(=Cc3ccc4c(c3)CCCN4Cc5ccccc5)C(=O)NC2=O
1951273,CN(C)c1ccc(cc1)Nc2cc-3n(c(=O)n2)CCc4c3cc(c(c4)OC)OC
1953490,COc1ccccc1C=CC=C2C(=O)c3ccc(c(c3O2)CN4CCN(CC4)CCO)O
1953751,Cc1ccc(cc1)SCc2cc(=O)c3c([nH]2)[nH]n(c3=O)c4ccccc4
1963578,Cc1ccc(cc1)S(=O)(=O)N2c3ccc(cc3-c4c(ssc4=S)C2(C)C)OC
1965991,CC1=CC2=NC(=O)C(=Cc3ccc(o3)c4cccc(c4)Cl)C(=N)N2O1
1967077,c1ccc(cc1)N2C(=O)C(=Cc3coc4ccc(cc4c3=O)O)C(=O)NC2=O
1967479,Cc1cc(c(n1c2ccc(cc2)O)C)C=C3C(=O)N(C(=S)S3)C
1973601,c1ccc(cc1)C=C2C(=O)N(C(=S)S2)CCCC(=O)Nc3cccc(c3)O
1976446,c1ccc2c(c1)c(=O)c(co2)C=C3C(=N)N4C(=NC3=O)SC(=N4)c5ccncc5
1977047,c1ccc2c(c1)[nH]c(n2)Sc3ccc(o3)C=C4C(=O)NC(=O)N(C4=O)c5ccc(cc5)Cl
1980018,CN(C)c1ccc(cc1)NC=CC(=O)c2ccco2
1985027,CCc1ccc(cc1)C=C2C(=O)N(C(=S)S2)CCCC(=O)Nc3ccc(cc3)C(=O)O
1987374,CN1CCN(CC1)c2ccc(cc2)NC(=S)NC(=O)C=Cc3ccco3
1987738,CC(C)Oc1cccc(c1)C(=O)NC(=S)Nc2ccc(cc2)N3CCN(CC3)C
2002086,CCOCCCn1c2c(cc(c1=NC(=O)c3cccs3)C#N)c(=O)n4ccccc4n2
20085,CC(=O)Nc1ccc(cc1)N=Nc2ccccc2
2015192,Cc1cccn2c1nc3c(c2=O)cc(c(=NC(=O)c4cccs4)n3CCCOC(C)C)C#N
2015919,CCOCCCn1c2c(cc(c1=NC(=O)c3cccs3)C#N)c(=O)n4cccc(c4n2)C
2022981,Cn1cccc1C=C2C(=O)N(C(=S)S2)NC(=O)c3ccccc3
2029146,CCN1CCN(CC1)Cc2c(ccc3c2OC(=CC=Cc4ccccc4OC)C3=O)O
2034696,CCN1C(=O)C(=Cc2ccc3c(c2)CCN3CCCCl)C(=O)NC1=S
2039371,c1cc(ccc1N2C(=O)C(=Cc3coc4ccc(cc4c3=O)O)C(=O)NC2=O)Cl
2043868,c1cc(ccc1c2ccc(o2)C=C3C(=O)NC(=O)NC3=O)S(=O)(=O)N
2059125,CCOc1ccc(cc1)N2C(=O)C(=Cc3ccco3)C(=O)NC2=S
2064,COC(=O)c1ccc(cc1)NCc2cc(ccc2O)O
2064400,CCOc1ccc(cc1)NCc2cc-3c([nH]n(c3nc2=O)c4ccccc4)C(C)(C)C
20858914,CCOc1ccc(cc1)N(CC(=O)Nc2ccccc2OCC)S(=O)(=O)c3c(noc3C)C
20893416,CCCc1cc(=O)n2c(n1)sc(n2)N3CCC(CC3)C(=O)N4CCN(CC4)c5ccc(cc5)OC
2093114,COc1ccc(cc1)N2CCN(CC2)C(=O)Cc3ccc(s3)S(=O)(=O)N4CCOCC4
20936432,CCc1ccc(cc1S(=O)(=O)N(C)c2ccc(cc2)OCC)c3cc(no3)C
20936535,CCOc1ccc(cc1)N(C)S(=O)(=O)c2cc(ccc2C(C)C)c3cc(no3)C
20939974,Cc1c([nH]c2c1cc(cc2)C(=O)NC3CCC(CC3)C)C
2102154,Cc1ccc(c(c1)C(=O)c2cc3c(c(c(=O)n(c3nc2)C)C#N)c4ccc(cc4)F)O
2111418,Cc1ccc(cc1Cl)NC(=O)COc2cccc(c2)C=C3C(=O)N(C(=S)S3)CCC(=O)O
2129848,CCOC(=O)c1c2c(ccc(c2CN3CCCC3)O)oc1c4ccccc4
2141470,c1cc(ccc1CCN2C(=O)C(=Cc3ccc(cc3)Cl)SC2=S)S(=O)(=O)N
2147354,CN1c2ccc(cc2SC1=CC(=O)c3ccncc3)OC
2152338,CCCCn1c2c(cc(c1=NC(=O)c3ccco3)C(=O)OCC)c(=O)n4ccccc4n2
2152384,CCOC(=O)c1cc2c(nc3ccccn3c2=O)n(c1=NC(=O)C(C)(C)C)CCOC
2152517,CCOC(=O)c1cc2c(nc3ccccn3c2=O)n(c1=NC(=O)c4ccc(cc4OC)OC)Cc5ccco5
2155914,CCOC(=O)c1cc2c(nc3ccccn3c2=O)n(c1=NC(=O)c4ccncc4)C(C)C
2158147,Cc1c(c2cc(ccc2[nH]1)OC)CCN(Cc3cccs3)C(=S)Nc4ccccc4
2165,CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl
2165077,c1ccc(cc1)c2c(c(=O)nc([nH]2)SCC(=O)N(c3ccccc3)c4ccccc4)C#N
2176412,c1ccc2c(c1)cc(c(=O)o2)c3c(cn(n3)CCC(=O)O)C=C4C(=O)NC(=S)NC4=O
